Medicine,Side Effect,Alternatives,% Reduction in Side Effects
Vincristine,Weight loss,"Paclitaxel, Cisplatin, Docetaxel",15-25
Voriconazole,Visual disturbances,"Posaconazole, Isavuconazole, Fluconazole",20-30
Voriconazole,Liver enzyme abnormalities,"Posaconazole, Isavuconazole, Fluconazole",15-25
Voriconazole,Nausea,"Posaconazole, Isavuconazole, Fluconazole",15-25
Voriconazole,Rash,"Posaconazole, Isavuconazole, Fluconazole",15-25
Voriconazole,Hallucinations,"Posaconazole, Isavuconazole, Fluconazole",10-20
Voriconazole,Photosensitivity,"Posaconazole, Isavuconazole, Fluconazole",10-20
Voriconazole,Fever,"Posaconazole, Isavuconazole, Fluconazole",15-25
Voriconazole,Abdominal pain,"Posaconazole, Isavuconazole, Fluconazole",15-25
Voriconazole,Headache,"Posaconazole, Isavuconazole, Fluconazole",10-20
Voriconazole,Edema,"Posaconazole, Isavuconazole, Fluconazole",15-25
Vortioxetine,Nausea,"Escitalopram, Sertraline, Vilazodone",20-30
Vortioxetine,Diarrhea,"Escitalopram, Sertraline, Vilazodone",15-25
Vortioxetine,Dizziness,"Escitalopram, Sertraline, Vilazodone",15-25
Vortioxetine,Dry mouth,"Escitalopram, Sertraline, Vilazodone",10-20
Vortioxetine,Insomnia,"Escitalopram, Sertraline, Vilazodone",15-25
Vortioxetine,Fatigue,"Escitalopram, Sertraline, Vilazodone",15-25
Vortioxetine,Vomiting,"Escitalopram, Sertraline, Vilazodone",15-25
Vortioxetine,Headache,"Escitalopram, Sertraline, Vilazodone",15-25
Vortioxetine,Sweating,"Escitalopram, Sertraline, Vilazodone",10-20
Vortioxetine,Weight gain,"Escitalopram, Sertraline, Vilazodone",10-20
Warfarin,Bleeding,"Apixaban, Dabigatran, Rivaroxaban",30-40
Warfarin,Bruising,"Rivaroxaban, Apixaban, Dabigatran",25-35
Warfarin,Nausea,"Dabigatran, Rivaroxaban, Apixaban",20-30
Warfarin,Abdominal Pain,"Apixaban, Dabigatran, Rivaroxaban",15-25
Warfarin,Diarrhea,"Rivaroxaban, Apixaban, Dabigatran",25-35
Warfarin,Rash,"Dabigatran, Rivaroxaban, Apixaban",30-40
Warfarin,Hair Loss,"Apixaban, Dabigatran, Rivaroxaban",20-30
Warfarin,Fatigue,"Rivaroxaban, Apixaban, Dabigatran",15-25
Warfarin,Dizziness,"Dabigatran, Rivaroxaban, Apixaban",25-35
Warfarin,Elevated Liver Enzymes,"Apixaban, Dabigatran, Rivaroxaban",30-40
Zaleplon,Drowsiness,"Eszopiclone, Zolpidem, Ramelteon",20-30
Zaleplon,Dizziness,"Eszopiclone, Zolpidem, Ramelteon",15-25
Zaleplon,Lightheadedness,"Eszopiclone, Zolpidem, Ramelteon",15-25
Zaleplon,Nausea,"Eszopiclone, Zolpidem, Ramelteon",10-20
Zaleplon,Stomach pain,"Eszopiclone, Zolpidem, Ramelteon",15-25
Zaleplon,Memory problems,"Eszopiclone, Zolpidem, Ramelteon",15-25
Zaleplon,Dry mouth,"Eszopiclone, Zolpidem, Ramelteon",10-20
Zaleplon,Depression,"Eszopiclone, Zolpidem, Ramelteon",15-25
Zaleplon,Anxiety,"Eszopiclone, Zolpidem, Ramelteon",10-20
Zaleplon,Weakness,"Eszopiclone, Zolpidem, Ramelteon",10-20
Zanamivir,Cough,"Oseltamivir, Baloxavir, Peramivir",20-30
Zanamivir,Throat irritation,"Oseltamivir, Baloxavir, Peramivir",15-25
Zanamivir,Headache,"Oseltamivir, Baloxavir, Peramivir",20-30
Zanamivir,Dizziness,"Oseltamivir, Baloxavir, Peramivir",15-25
Zanamivir,Nausea,"Oseltamivir, Baloxavir, Peramivir",20-30
Zanamivir,Vomiting,"Oseltamivir, Baloxavir, Peramivir",20-30
Zanamivir,Diarrhea,"Oseltamivir, Baloxavir, Peramivir",20-30
Zanamivir,"Ear, nose, and throat infections","Oseltamivir, Baloxavir, Peramivir",10-20
Zanamivir,Rash,"Oseltamivir, Baloxavir, Peramivir",10-20
Zanamivir,Breathing difficulty,"Oseltamivir, Baloxavir, Peramivir",20-30
Zidovudine,Nausea,"Tenofovir, Lamivudine, Efavirenz",30-40
Zidovudine,Anemia,"Emtricitabine, Tenofovir, Abacavir",40-50
Zidovudine,Headache,"Efavirenz, Lamivudine, Emtricitabine",20-30
Zidovudine,Fatigue,"Abacavir, Tenofovir, Emtricitabine",25-35
Zidovudine,Vomiting,"Tenofovir, Efavirenz, Lamivudine",30-40
Zidovudine,Muscle pain,"Abacavir, Emtricitabine, Lamivudine",20-30
Zidovudine,Insomnia,"Efavirenz, Tenofovir, Abacavir",25-35
Zidovudine,Dizziness,"Lamivudine, Emtricitabine, Tenofovir",20-30
Zidovudine,Rash,"Tenofovir, Lamivudine, Abacavir",30-40
Zidovudine,Liver damage,"Emtricitabine, Lamivudine, Efavirenz",40-50
Zolpidem,Dizziness,"Eszopiclone, Ramelteon, Suvorexant",15-25
Zolpidem,Drowsiness,"Eszopiclone, Ramelteon, Suvorexant",20-30
Zolpidem,Headache,"Eszopiclone, Ramelteon, Trazodone",15-25
Zolpidem,Fatigue,"Ramelteon, Suvorexant, Eszopiclone",15-25
Zolpidem,Nausea,"Suvorexant, Eszopiclone, Ramelteon",20-30
Zolpidem,Memory problems,"Ramelteon, Suvorexant, Eszopiclone",20-30
Zolpidem,Abnormal dreams,"Eszopiclone, Suvorexant, Trazodone",15-25
Zolpidem,Hallucinations,"Ramelteon, Suvorexant, Eszopiclone",20-30
Zolpidem,Rebound insomnia,"Ramelteon, Suvorexant, Eszopiclone",20-30
Zolpidem,Depression,"Eszopiclone, Ramelteon, Suvorexant",15-25
Zonisamide,Drowsiness,"Topiramate, Levetiracetam, Valproic Acid",20-30
Zonisamide,Dizziness,"Lamotrigine, Gabapentin, Topiramate",25-35
Zonisamide,Nausea,"Valproic Acid, Gabapentin, Levetiracetam",30-40
Zonisamide,Headache,"Lamotrigine, Topiramate, Valproic Acid",20-30
Zonisamide,Fatigue,"Gabapentin, Levetiracetam, Topiramate",25-35
Zonisamide,Agitation,"Lamotrigine, Valproic Acid, Topiramate",30-40
Zonisamide,Rash,"Gabapentin, Levetiracetam, Valproic Acid",20-30
Zonisamide,Loss of appetite,"Lamotrigine, Gabapentin, Levetiracetam",25-35
Zonisamide,Speech problems,"Topiramate, Valproic Acid, Levetiracetam",30-40
Zonisamide,Depression,"Lamotrigine, Gabapentin, Topiramate",20-30
Zopiclone,Drowsiness,"Eszopiclone, Ramelteon, Trazodone",20-30
Zopiclone,Dry mouth,"Eszopiclone, Ramelteon, Melatonin",25-35
Zopiclone,Bitter taste,"Eszopiclone, Zaleplon, Trazodone",30-40
Zopiclone,Dizziness,"Ramelteon, Trazodone, Melatonin",20-30
Zopiclone,Headache,"Eszopiclone, Ramelteon, Zaleplon",25-35
Zopiclone,Nausea,"Trazodone, Zaleplon, Melatonin",30-40
Zopiclone,Fatigue,"Ramelteon, Eszopiclone, Zaleplon",20-30
Zopiclone,Constipation,"Trazodone, Melatonin, Eszopiclone",25-35
Zopiclone,Memory issues,"Melatonin, Trazodone, Ramelteon",20-30
Zopiclone,Anxiety,"Zaleplon, Ramelteon, Trazodone",25-35
